10.000000	-3.647920	3.201860
9.900000	-3.715840	3.222220
9.800000	-3.788640	3.241300
9.700000	-3.790360	3.241540
9.600000	-3.889360	3.265120
9.500000	-3.930760	3.279860
9.400000	-4.043680	3.306120
9.300000	-4.106360	3.321820
9.200000	-4.139280	3.330920
9.100000	-4.288360	3.368200
9.000000	-4.337480	3.377300
8.900000	-4.339280	3.381020
8.800000	-4.461560	3.411900
8.700000	-4.574960	3.438520
8.600000	-4.641080	3.458500
8.500000	-4.772480	3.490680
8.400000	-4.823960	3.501300
8.300000	-4.901960	3.524220
8.200000	-4.986240	3.542480
8.100000	-5.160800	3.584420
8.000000	-5.225760	3.601780
7.900000	-5.266040	3.612040
7.800000	-5.421440	3.648940
7.700000	-5.593120	3.694460
7.600000	-5.664920	3.708080
7.500000	-5.813120	3.744820
7.400000	-5.961120	3.782700
7.300000	-6.106360	3.816120
7.200000	-6.213200	3.842260
7.100000	-6.404040	3.889400
7.000000	-6.583080	3.927580
6.900000	-6.704880	3.961580
6.800000	-6.899080	4.004700
6.700000	-7.007120	4.032360
6.600000	-7.269720	4.091820
6.500000	-7.481920	4.145620
6.400000	-7.671920	4.189040
6.300000	-7.819160	4.224560
6.200000	-8.111040	4.291160
6.100000	-8.299440	4.338100
6.000000	-8.472520	4.376020
5.900000	-8.675800	4.424780
5.800000	-8.966480	4.489020
5.700000	-9.262960	4.557180
5.600000	-9.542520	4.623480
5.500000	-9.769600	4.674480
5.400000	-9.977440	4.724500
5.300000	-10.441160	4.828560
5.200000	-10.671960	4.878620
5.100000	-11.088200	4.971500
5.000000	-11.403720	5.043660
4.900000	-11.715400	5.112180
4.800000	-12.057960	5.184580
4.700000	-12.467160	5.276260
4.600000	-12.828440	5.355560
4.500000	-13.164360	5.427080
4.400000	-13.628120	5.529300
4.300000	-13.920600	5.590040
4.200000	-14.347600	5.682300
4.100000	-14.796160	5.777220
4.000000	-15.283560	5.880100
3.900000	-15.536720	5.933020
3.800000	-16.128120	6.056700
3.700000	-16.463240	6.125420
3.600000	-16.879480	6.209180
3.500000	-17.247240	6.284500
3.400000	-17.611840	6.357420
3.300000	-17.997880	6.435640
3.200000	-18.377440	6.511860
3.100000	-18.673640	6.568500
3.000000	-19.005960	6.634080
2.900000	-19.250840	6.679980
2.800000	-19.548080	6.736260
2.700000	-19.761160	6.775880
2.600000	-19.970800	6.815460
2.500000	-20.178720	6.854580
2.400000	-20.310520	6.878580
2.300000	-20.475960	6.908500
2.200000	-20.580200	6.927040
2.100000	-20.681800	6.945140
2.000000	-20.753760	6.957840
1.900000	-20.838440	6.972480
1.800000	-20.883040	6.980220
1.700000	-20.923480	6.987080
1.600000	-20.951680	6.991880
1.500000	-20.964840	6.994100
1.400000	-20.983440	6.997240
1.300000	-20.991640	6.998600
1.200000	-20.994600	6.999100
1.100000	-20.999280	6.999880
1.000000	-20.999520	6.999920
0.900000	-20.999160	6.999860
0.800000	-21.000000	7.000000
0.700000	-21.000000	7.000000
0.600000	-21.000000	7.000000
0.500000	-21.000000	7.000000
0.400000	-21.000000	7.000000
0.300000	-21.000000	7.000000
0.200000	-21.000000	7.000000
0.100000	-21.000000	7.000000
