5.000000	-11.648000	5.088000
4.900000	-12.284000	5.234000
4.800000	-12.164000	5.212000
4.700000	-13.036000	5.410000
4.600000	-12.832000	5.346000
4.500000	-13.744000	5.552000
4.400000	-12.836000	5.342000
4.300000	-13.568000	5.500000
4.200000	-14.588000	5.716000
4.100000	-14.852000	5.784000
4.000000	-15.024000	5.814000
3.900000	-16.028000	6.044000
3.800000	-16.028000	6.032000
3.700000	-16.308000	6.102000
3.600000	-16.464000	6.120000
3.500000	-17.612000	6.356000
3.400000	-17.128000	6.256000
3.300000	-18.244000	6.486000
3.200000	-18.252000	6.484000
3.100000	-18.880000	6.620000
3.000000	-19.388000	6.708000
2.900000	-19.516000	6.730000
2.800000	-19.596000	6.744000
2.700000	-19.880000	6.792000
2.600000	-19.772000	6.776000
2.500000	-20.104000	6.840000
2.400000	-20.356000	6.884000
2.300000	-20.536000	6.920000
2.200000	-20.588000	6.924000
2.100000	-20.528000	6.920000
2.000000	-20.904000	6.984000
1.900000	-20.880000	6.978000
1.800000	-20.904000	6.982000
1.700000	-20.928000	6.988000
1.600000	-20.988000	6.998000
1.500000	-21.000000	7.000000
1.400000	-21.000000	7.000000
1.300000	-20.952000	6.992000
1.200000	-21.000000	7.000000
1.100000	-21.000000	7.000000
1.000000	-21.000000	7.000000
0.900000	-21.000000	7.000000
0.800000	-21.000000	7.000000
0.700000	-21.000000	7.000000
0.600000	-21.000000	7.000000
0.500000	-21.000000	7.000000
0.400000	-21.000000	7.000000
0.300000	-21.000000	7.000000
0.200000	-21.000000	7.000000
0.100000	-21.000000	7.000000
